x y z
0 0.4 9.754673725e-05
0.1 0.4 6.348088756e-05
0.2 0.4 4.216970352e-05
0.3 0.4 2.901341004e-05
0.4 0.4 2.073919197e-05
0.5 0.4 1.525331355e-05
0.6 0.4 1.134233869e-05
0.7 0.4 8.370175719e-06
0.8 0.4 6.035405315e-06
0.9 0.4 4.20337287e-06
1 0.4 2.804399981e-06
1.1 0.4 1.781895034e-06
1.2 0.4 1.073578725e-06
1.3 0.4 6.11250405e-07
1.4 0.4 3.279599797e-07
1.5 0.4 1.65418978e-07
1.6 0.4 7.826420493e-08
1.7 0.4 3.466343904e-08
1.8 0.4 1.434400145e-08
1.9 0.4 5.535350282e-09
2 0.4 1.988374437e-09
2.1 0.4 6.636549617e-10
2.2 0.4 2.054467776e-10
2.3 0.4 5.888454678e-11
2.4 0.4 1.559900648e-11
2.5 0.4 3.812995758e-12
2.6 0.4 8.587563263e-13
2.7 0.4 1.780486277e-13
2.8 0.4 3.403785325e-14
2.9 0.4 6.067728987e-15
3 0.4 1.054961675e-15
3.1 0.4 1.997750002e-16
3.2 0.4 4.08782605e-17

-3.2 0.5 5.131656158e-13
-3.1 0.5 3.69317516e-12
-3 0.5 2.41188591e-11
-2.9 0.5 1.429996993e-10
-2.8 0.5 7.70025956e-10
-2.7 0.5 3.767470071e-09
-2.6 0.5 1.675595041e-08
-2.5 0.5 6.777726953e-08
-2.4 0.5 2.494812292e-07
-2.3 0.5 8.361757067e-07
-2.2 0.5 2.553619305e-06
-2.1 0.5 7.111069197e-06
-2 0.5 1.807113349e-05
-1.9 0.5 4.194613657e-05
-1.8 0.5 8.901725952e-05
-1.7 0.5 0.0001728978715
-1.6 0.5 0.0003077063394
-1.5 0.5 0.0005024079854
-1.4 0.5 0.0007535965013
-1.3 0.5 0.001039975675
-1.2 0.5 0.001322526231
-1.1 0.5 0.001552521182
-1 0.5 0.00168556573
-0.9 0.5 0.001696011193
-0.8 0.5 0.001585177426
-0.7 0.5 0.001379741278
-0.6 0.5 0.001121606866
-0.5 0.5 0.0008544074266
-0.4 0.5 0.0006123922033
-0.3 0.5 0.000415098732
-0.2 0.5 0.0002678891363
-0.1 0.5 0.0001661265223
0 0.5 0.0001002563534
0.1 0.5 5.987762067e-05
0.2 0.5 3.609980707e-05
0.3 0.5 2.238130663e-05
0.4 0.5 1.441748519e-05
0.5 0.5 9.622904231e-06
0.6 0.5 6.561225596e-06
0.7 0.5 4.484546224e-06
0.8 0.5 3.018827754e-06
0.9 0.5 1.973951981e-06
1 0.5 1.241302479e-06
1.1 0.5 7.454140656e-07
1.2 0.5 4.252948538e-07
1.3 0.5 2.296675921e-07
1.4 0.5 1.170365942e-07
1.5 0.5 5.614072288e-08
1.6 0.5 2.529532673e-08
1.7 0.5 1.068513888e-08
1.8 0.5 4.22411116e-09
1.9 0.5 1.560216186e-09
2 0.5 5.375636008e-10
2.1 0.5 1.724964174e-10
2.2 0.5 5.146875882e-11
2.3 0.5 1.425689155e-11
2.4 0.5 3.660445393e-12
2.5 0.5 8.698352662e-13
2.6 0.5 1.911432255e-13
2.7 0.5 3.890917824e-14
2.8 0.5 7.430334851e-15
2.9 0.5 1.404353355e-15
3 0.5 3.062177143e-16
3.1 0.5 8.992319113e-17
3.2 0.5 2.614056063e-17

-3.2 0.6 9.80086835e-13
-3.1 0.6 7.038910999e-12
-3 0.6 4.585946405e-11
-2.9 0.6 2.71152875e-10
-2.8 0.6 1.455498682e-09
-2.7 0.6 7.095498595e-09
-2.6 0.6 3.142713102e-08
-2.5 0.6 1.265238904e-07
-2.4 0.6 4.632349544e-07
-2.3 0.6 1.543219102e-06
-2.2 0.6 4.68070452e-06
-2.1 0.6 1.293413896e-05
-2 0.6 3.258512085e-05
-1.9 0.6 7.490303023e-05
-1.8 0.6 0.0001572362658
-1.7 0.6 0.0003017097423
-1.6 0.6 0.0005297329742
-1.5 0.6 0.0008520093857
-1.4 0.6 0.00125685254
-1.3 0.6 0.001702776997
-1.2 0.6 0.002121768984
-1.1 0.6 0.002435546508
-1 0.6 0.002579932583
-0.9 0.6 0.002526753376
-0.8 0.6 0.002292845552
-0.7 0.6 0.001932251118
-0.6 0.6 0.00151628827
-0.5 0.6 0.001111377105
-0.4 0.6 0.0007636418758
-0.3 0.6 0.0004941219225
-0.2 0.6 0.0003028629282
-0.1 0.6 0.00017724574
0 0.6 0.0001001383594
0.1 0.6 5.544316812e-05
0.2 0.6 3.066263569e-05
0.3 0.6 1.729060526e-05
0.4 0.6 1.010020934e-05
0.5 0.6 6.13740671e-06
0.6 0.6 3.843282555e-06
0.7 0.6 2.436230654e-06
0.8 0.6 1.533540444e-06
0.9 0.6 9.432802358e-07
1 0.6 5.602312207e-07
1.1 0.6 3.185680577e-07
1.2 0.6 1.724006357e-07
1.3 0.6 8.840324865e-08
1.4 0.6 4.280855284e-08
1.5 0.6 1.95236517e-08
1.6 0.6 8.367515682e-09
1.7 0.6 3.363702429e-09
1.8 0.6 1.266222934e-09
1.9 0.6 4.456946988e-10
2 0.6 1.464927618e-10
2.1 0.6 4.490513814e-11
2.2 0.6 1.282164573e-11
2.3 0.6 3.405962566e-12
2.4 0.6 8.408519361e-13
2.5 0.6 1.928338549e-13
2.6 0.6 4.117557163e-14
2.7 0.6 8.306598641e-15
2.8 0.6 1.684970845e-15
2.9 0.6 4.12086079e-16
3 0.6 1.483527576e-16
3.1 0.6 6.671629273e-17
3.2 0.6 2.331492341e-17

-3.2 0.7 1.694646971e-12
-3.1 0.7 1.214809792e-11
-3 0.7 7.897769277e-11
-2.9 0.7 4.658227727e-10
-2.8 0.7 2.493386328e-09
-2.7 0.7 1.211582799e-08
-2.6 0.7 5.346475799e-08
-2.5 0.7 2.143410776e-07
-2.4 0.7 7.810096189e-07
-2.3 0.7 2.587793258e-06
-2.2 0.7 7.801084552e-06
-2.1 0.7 2.140846005e-05
-2 0.7 5.351784275e-05
-1.9 0.7 0.0001219548992
-1.8 0.7 0.000253525457
-1.7 0.7 0.0004812067937
-1.6 0.7 0.0008347006255
-1.5 0.7 0.001324516359
-1.4 0.7 0.001924826108
-1.3 0.7 0.002564828065
-1.2 0.7 0.003137848651
-1.1 0.7 0.003529731988
-1 0.7 0.003656601203
-0.9 0.7 0.003494613935
-0.8 0.7 0.003087074186
-0.7 0.7 0.002526149038
-0.6 0.7 0.001919528528
-0.5 0.7 0.001358231943
-0.4 0.7 0.0008979246489
-0.3 0.7 0.000556878805
-0.2 0.7 0.0003256860745
-0.1 0.7 0.0001808770863
0 0.7 9.631787416e-05
0.1 0.7 4.984398445e-05
0.2 0.7 2.552140586e-05
0.3 0.7 1.320787999e-05
0.4 0.7 7.046815275e-06
0.5 0.7 3.917171811e-06
0.6 0.7 2.260124096e-06
0.7 0.7 1.33248998e-06
0.8 0.7 7.867652561e-07
0.9 0.7 4.56824729e-07
1 0.7 2.572094485e-07
1.1 0.7 1.39030116e-07
1.2 0.7 7.163903274e-08
1.3 0.7 3.501010992e-08
1.4 0.7 1.616478151e-08
1.5 0.7 7.030146563e-09
1.6 0.7 2.872807878e-09
1.7 0.7 1.10079072e-09
1.8 0.7 3.94827388e-10
1.9 0.7 1.323663222e-10
2 0.7 4.142622907e-11
2.1 0.7 1.209047098e-11
2.2 0.7 3.287774797e-12
2.3 0.7 8.325177205e-13
2.4 0.7 1.963364594e-13
2.5 0.7 4.326578344e-14
2.6 0.7 9.05728167e-15
2.7 0.7 1.93119625e-15
2.8 0.7 5.146954931e-16
2.9 0.7 2.123000694e-16
3 0.7 1.157192562e-16
3.1 0.7 6.117121841e-17
3.2 0.7 2.200769094e-17

-3.2 0.8 2.65245822e-12
-3.1 0.8 1.898209664e-11
-3 0.8 1.231699746e-10
-2.9 0.8 7.248687694e-10
-2.8 0.8 3.870114309e-09
-2.7 0.8 1.875094178e-08
-2.6 0.8 8.246979255e-08
-2.5 0.8 3.293753115e-07
-2.4 0.8 1.19503019e-06
-2.3 0.8 3.940422858e-06
-2.2 0.8 1.181370177e-05
-2.1 0.8 3.222047403e-05
-2 0.8 7.998829801e-05
-1.9 0.8 0.0001808588853
-1.8 0.8 0.0003727082508
-1.7 0.8 0.0007005512673
-1.6 0.8 0.001202016355
-1.5 0.8 0.001884399124
-1.4 0.8 0.002701830204
-1.3 0.8 0.003546812421
-1.2 0.8 0.0042680733
-1.1 0.8 0.00471420728
-1 0.8 0.004786254182
-0.9 0.8 0.004473893428
-0.8 0.8 0.003856974476
-0.7 0.8 0.003072828414
-0.6 0.8 0.002267418738
-0.5 0.8 0.001553616755
-0.4 0.8 0.000991493327
-0.3 0.8 0.0005915192001
-0.2 0.8 0.0003314423046
-0.1 0.8 0.0001755076086
0 0.8 8.858278511e-05
0.1 0.8 4.313342124e-05
0.2 0.8 2.06041223e-05
0.3 0.8 9.863176808e-06
0.4 0.8 4.839153437e-06
0.5 0.8 2.473064327e-06
0.6 0.8 1.31942563e-06
0.7 0.8 7.257836456e-07
0.8 0.8 4.033579161e-07
0.9 0.8 2.219450411e-07
1 0.8 1.189721308e-07
1.1 0.8 6.140745789e-08
1.2 0.8 3.027040348e-08
1.3 0.8 1.416756086e-08
1.4 0.8 6.268356225e-09
1.5 0.8 2.612796391e-09
1.6 0.8 1.023140698e-09
1.7 0.8 3.755120078e-10
1.8 0.8 1.289157801e-10
1.9 0.8 4.132849096e-11
2 0.8 1.235505082e-11
2.1 0.8 3.440412043e-12
2.2 0.8 8.917659123e-13
2.3 0.8 2.152274141e-13
2.4 0.8 4.854238525e-14
2.5 0.8 1.040612112e-14
2.6 0.8 2.276184829e-15
2.7 0.8 6.310830874e-16
2.8 0.8 2.810782701e-16
2.9 0.8 1.71104591e-16
3 0.8 1.074030487e-16
3.1 0.8 5.889879352e-17
3.2 0.8 2.136964579e-17

-3.2 0.9 3.757785506e-12
-3.1 0.9 2.685115471e-11
-3 0.9 1.739274266e-10
-2.9 0.9 1.021536926e-09
-2.8 0.9 5.441543886e-09
-2.7 0.9 2.629553643e-08
-2.6 0.9 1.153067473e-07
-2.5 0.9 4.589587567e-07
-2.4 0.9 1.658769668e-06
-2.3 0.9 5.445708001e-06
-2.2 0.9 1.624640995e-05
-2.1 0.9 4.406486198e-05
-2 0.9 0.0001087117517
-1.9 0.9 0.0002440892533
-1.8 0.9 0.0004990820144
-1.7 0.9 0.0009298986056
-1.6 0.9 0.001580002882
-1.5 0.9 0.002450127374
-1.4 0.9 0.00347066528
-1.3 0.9 0.004495245067
-1.2 0.9 0.005329378348
-1.1 0.9 0.005790230326
-1 0.9 0.005772691997
-0.9 0.9 0.00528874281
-0.8 0.9 0.004459818751
-0.7 0.9 0.003467817441
-0.6 0.9 0.002491475967
-0.5 0.9 0.001657824083
-0.4 0.9 0.001024470087
-0.3 0.9 0.0005899141785
-0.2 0.9 0.000317856475
-0.1 0.9 0.0001611493488
0 0.9 7.746289618e-05
0.1 0.9 3.568965064e-05
0.2 0.9 1.600611884e-05
0.3 0.9 7.134345561e-06
0.4 0.9 3.237859139e-06
0.5 0.9 1.527921784e-06
0.6 0.9 7.560392658e-07
0.7 0.9 3.89025084e-07
0.8 0.9 2.040867078e-07
0.9 0.9 1.067789207e-07
1 0.9 5.470055361e-08
1.1 0.9 2.707067867e-08
1.2 0.9 1.282166113e-08
1.3 0.9 5.773805109e-09
1.4 0.9 2.460022372e-09
1.5 0.9 9.879310982e-10
1.6 0.9 3.727983748e-10
1.7 0.9 1.318361413e-10
1.8 0.9 4.359294928e-11
1.9 0.9 1.345115522e-11
2 0.9 3.866671118e-12
2.1 0.9 1.034200386e-12
2.2 0.9 2.572947734e-13
2.3 0.9 5.970853225e-14
2.4 0.9 1.311686406e-14
2.5 0.9 2.904189826e-15
2.6 0.9 7.960461286e-16
2.7 0.9 3.559179533e-16
2.8 0.9 2.300616028e-16
2.9 0.9 1.59692437e-16
3 0.9 1.036986399e-16
3.1 0.9 5.73034087e-17
3.2 0.9 2.079767616e-17

-3.2 1 4.818345908e-12
-3.1 1 3.438149398e-11
-3 1 2.223535888e-10
-2.9 1 1.303596153e-09
-2.8 1 6.929619713e-09
-2.7 1 3.340713856e-08
-2.6 1 1.460961486e-07
-2.5 1 5.797289114e-07
-2.4 1 2.087983638e-06
-2.3 1 6.827909579e-06
-2.2 1 2.027982817e-05
-2.1 1 5.473058521e-05
-2 1 0.000134269224
-1.9 1 0.000299580986
-1.8 1 0.0006082410393
-1.7 1 0.001124389819
-1.6 1 0.001893737956
-1.5 1 0.002908007369
-1.4 1 0.004074613262
-1.3 1 0.005213992791
-1.2 1 0.006099085041
-1.1 1 0.006528752395
-1 1 0.006402912707
-0.9 1 0.00576068536
-0.8 1 0.004761601803
-0.7 1 0.003621809719
-0.6 1 0.002539794559
-0.5 1 0.001645507171
-0.4 1 0.0009874557737
-0.3 1 0.0005505096905
-0.2 1 0.0002862098228
-0.1 1 0.0001394528813
0 1 6.411369497e-05
0.1 1 2.808585062e-05
0.2 1 1.189023898e-05
0.3 1 4.962635553e-06
0.4 1 2.093843182e-06
0.5 1 9.155887291e-07
0.6 1 4.210567266e-07
0.7 1 2.029793028e-07
0.8 1 1.00702159e-07
0.9 1 5.021801103e-08
1 1 2.465463357e-08
1.1 1 1.173530629e-08
1.2 1 5.35852246e-09
1.3 1 2.330031251e-09
1.4 1 9.596947561e-10
1.5 1 3.728867818e-10
1.6 1 1.362187708e-10
1.7 1 4.665198626e-11
1.8 1 1.494131945e-11
1.9 1 4.465186605e-12
2 1 1.242881771e-12
2.1 1 3.218929012e-13
2.2 1 7.768954691e-14
2.3 1 1.767345152e-14
2.4 1 3.981590863e-15
2.5 1 1.055785175e-15
2.6 1 4.441772441e-16
2.7 1 2.890892746e-16
2.8 1 2.136925082e-16
2.9 1 1.530379833e-16
3 1 1.000435593e-16
3.1 1 5.543764794e-17
3.2 1 2.006035967e-17

-3.2 1.1 5.591412987e-12
-3.1 1.1 3.984716233e-11
-3 1.1 2.573311958e-10
-2.9 1.1 1.506176473e-09
-2.8 1.1 7.991414516e-09
-2.7 1.1 3.844322545e-08
-2.6 1.1 1.677092947e-07
-2.5 1.1 6.636484519e-07
-2.4 1.1 2.382735566e-06
-2.3 1.1 7.764175875e-06
-2.2 1.1 2.296860229e-05
-2.1 1.1 6.170860149e-05
-2 1.1 0.0001506249117
-1.9 1.1 0.0003341745055
-1.8 1.1 0.0006741862377
-1.7 1.1 0.001237491935
-1.6 1.1 0.002067807516
-1.5 1.1 0.003147446454
-1.4 1.1 0.00436708022
-1.3 1.1 0.005527702828
-1.2 1.1 0.00638838145
-1.1 1.1 0.006747483411
-1 1.1 0.006520117989
-0.9 1.1 0.0057708765
-0.8 1.1 0.004684589823
-0.7 1.1 0.003492911418
-0.6 1.1 0.002396183824
-0.5 1.1 0.001515339397
-0.4 1.1 0.0008854061396
-0.3 1.1 0.0004792959434
-0.2 1.1 0.0002411964826
-0.1 1.1 0.0001133361371
0 1.1 5.003014505e-05
0.1 1.1 2.092885822e-05
0.2 1.1 8.40423629e-06
0.3 1.1 3.300933759e-06
0.4 1.1 1.300478041e-06
0.5 1.1 5.284708438e-07
0.6 1.1 2.261363305e-07
0.7 1.1 1.021710781e-07
0.8 1.1 4.796692806e-08
0.9 1.1 2.282778705e-08
1 1.1 1.076002054e-08
1.1 1.1 4.936436093e-09
1.2 1.1 2.178069325e-09
1.3 1.1 9.167690489e-10
1.4 1.1 3.659963745e-10
1.5 1.1 1.379832307e-10
1.6 1.1 4.89523809e-11
1.7 1.1 1.629346213e-11
1.8 1.1 5.074624999e-12
1.9 1.1 1.475587439e-12
2 1.1 3.999479202e-13
2.1 1.1 1.010950237e-13
2.2 1.1 2.402937957e-14
2.3 1.1 5.577393966e-15
2.4 1.1 1.446734743e-15
2.5 1.1 5.577559579e-16
2.6 1.1 3.489935685e-16
2.7 1.1 2.675992846e-16
2.8 1.1 2.052441847e-16
2.9 1.1 1.478762034e-16
3 1.1 9.704039293e-17
3.1 1.1 5.380380386e-17
3.2 1.1 1.946543869e-17

-3.2 1.2 5.871956033e-12
-3.1 1.2 4.179793287e-11
-3 1.2 2.695749763e-10
-2.9 1.2 1.57547182e-09
-2.8 1.2 8.344751396e-09
-2.7 1.2 4.006461937e-08
-2.6 1.2 1.743951734e-07
-2.5 1.2 6.883720017e-07
-2.4 1.2 2.464484444e-06
-2.3 1.2 8.004833696e-06
-2.2 1.2 2.359513864e-05
-2.1 1.2 6.313497544e-05
-2 1.2 0.000153405879
-1.9 1.2 0.0003386110957
-1.8 1.2 0.0006792463944
-1.7 1.2 0.00123885131
-1.6 1.2 0.002055400305
-1.5 1.2 0.003103859549
-1.4 1.2 0.004268793078
-1.3 1.2 0.005350612839
-1.2 1.2 0.006116850063
-1.1 1.2 0.006383299276
-1 1.2 0.006086456102
-0.9 1.2 0.005308140165
-0.8 1.2 0.004239271197
-0.7 1.2 0.003104482361
-0.6 1.2 0.002087827467
-0.5 1.2 0.00129171239
-0.4 1.2 0.0007367018369
-0.3 1.2 0.0003882752371
-0.2 1.2 0.0001896855683
-0.1 1.2 8.623667064e-05
0 1.2 3.668206148e-05
0.1 1.2 1.471237483e-05
0.2 1.2 5.628618441e-06
0.3 1.2 2.090005514e-06
0.4 1.2 7.719865088e-07
0.5 1.2 2.922665444e-07
0.6 1.2 1.164281898e-07
0.7 1.2 4.926892527e-08
0.8 1.2 2.187645808e-08
0.9 1.2 9.937620932e-09
1 1.2 4.501028245e-09
1.1 1.2 1.99278312e-09
1.2 1.2 8.508656387e-10
1.3 1.2 3.472254301e-10
1.4 1.2 1.345901069e-10
1.5 1.2 4.932476102e-11
1.6 1.2 1.702833627e-11
1.7 1.2 5.520691974e-12
1.8 1.2 1.676423143e-12
1.9 1.2 4.75842474e-13
2 1.2 1.262097587e-13
2.1 1.2 3.146746974e-14
2.2 1.2 7.594221737e-15
2.3 1.2 1.971019614e-15
2.4 1.2 7.050332965e-16
2.5 1.2 4.112764152e-16
2.6 1.2 3.174190095e-16
2.7 1.2 2.556688787e-16
2.8 1.2 1.968011603e-16
2.9 1.2 1.415037238e-16
3 1.2 9.31630657e-17
3.1 1.2 5.183629732e-17
3.2 1.2 1.878601379e-17

-3.2 1.3 5.580401765e-12
-3.1 1.3 3.968034963e-11
-3 1.3 2.556100225e-10
-2.9 1.3 1.491806607e-09
-2.8 1.3 7.889244901e-09
-2.7 1.3 3.781030106e-08
-2.6 1.3 1.642506396e-07
-2.5 1.3 6.468508347e-07
-2.4 1.3 2.309869624e-06
-2.3 1.3 7.480872162e-06
-2.2 1.3 2.197878479e-05
-2.1 1.3 5.859467623e-05
-2 1.3 0.0001417895965
-1.9 1.3 0.0003115334239
-1.8 1.3 0.0006217223937
-1.7 1.3 0.001127442221
-1.6 1.3 0.001858621968
-1.5 1.3 0.002786767602
-1.4 1.3 0.003802424386
-1.3 1.3 0.004724261266
-1.2 1.3 0.005348271312
-1.1 1.3 0.005521093451
-1 1.3 0.00520154915
-0.9 1.3 0.004476551483
-0.8 1.3 0.003523025199
-0.7 1.3 0.002538442003
-0.6 1.3 0.001676828951
-0.5 1.3 0.00101709501
-0.4 1.3 0.0005675234648
-0.3 1.3 0.0002919526912
-0.2 1.3 0.0001388451465
-0.1 1.3 6.125811807e-05
0 1.3 2.51930396e-05
0.1 1.3 9.724090051e-06
0.2 1.3 3.559029613e-06
0.3 1.3 1.254807116e-06
0.4 1.3 4.362687889e-07
0.5 1.3 1.542560703e-07
0.6 1.3 5.721646212e-08
0.7 1.3 2.264281555e-08
0.8 1.3 9.49291011e-09
0.9 1.3 4.112633609e-09
1 1.3 1.789922895e-09
1.1 1.3 7.651955508e-10
1.2 1.3 3.164315783e-10
1.3 1.3 1.253191036e-10
1.4 1.3 4.72135831e-11
1.5 1.3 1.683923448e-11
1.6 1.3 5.664244034e-12
1.7 1.3 1.791361194e-12
1.8 1.3 5.313697143e-13
1.9 1.3 1.476998012e-13
2 1.3 3.863760904e-14
2.1 1.3 9.740335782e-15
2.2 1.3 2.577701226e-15
2.3 1.3 8.846744329e-16
2.4 1.3 4.800139312e-16
2.5 1.3 3.641510823e-16
2.6 1.3 3.035406076e-16
2.7 1.3 2.468160805e-16
2.8 1.3 1.89200771e-16
2.9 1.3 1.362396021e-16
3 1.3 9.003418893e-17
3.1 1.3 5.056771235e-17
3.2 1.3 1.798743313e-17

-3.2 1.4 4.799062224e-12
-3.1 1.4 3.409115088e-11
-3 1.4 2.193634198e-10
-2.9 1.4 1.278651455e-09
-2.8 1.4 6.752323704e-09
-2.7 1.4 3.230891752e-08
-2.6 1.4 1.400943923e-07
-2.5 1.4 5.505742767e-07
-2.4 1.4 1.961474686e-06
-2.3 1.4 6.33583518e-06
-2.2 1.4 1.855970037e-05
-2.1 1.4 4.931571124e-05
-2 1.4 0.0001188937607
-1.9 1.4 0.0002601455947
-1.8 1.4 0.0005167674663
-1.7 1.4 0.0009322828253
-1.6 1.4 0.00152806994
-1.5 1.4 0.002276510233
-1.4 1.4 0.003084149597
-1.3 1.4 0.00380165546
-1.2 1.4 0.004266188214
-1.1 1.4 0.004361396854
-1 1.4 0.00406492128
-0.9 1.4 0.003456858592
-0.8 1.4 0.002684861898
-0.7 1.4 0.001906493888
-0.6 1.4 0.001239224279
-0.5 1.4 0.0007383712278
-0.4 1.4 0.0004039465196
-0.3 1.4 0.0002033065759
-0.2 1.4 9.436477518e-05
-0.1 1.4 4.051805458e-05
0 1.4 1.616168689e-05
0.1 1.4 6.024520555e-06
0.2 1.4 2.117749951e-06
0.3 1.4 7.119608085e-07
0.4 1.4 2.339329897e-07
0.5 1.4 7.745723171e-08
0.6 1.4 2.675582272e-08
0.7 1.4 9.881010969e-09
0.8 1.4 3.900805771e-09
0.9 1.4 1.608682751e-09
1 1.4 6.722408489e-10
1.1 1.4 2.774824937e-10
1.2 1.4 1.111747986e-10
1.3 1.4 4.275357418e-11
1.4 1.4 1.566602296e-11
1.5 1.4 5.441860474e-12
1.6 1.4 1.785140925e-12
1.7 1.4 5.514116282e-13
1.8 1.4 1.601540792e-13
1.9 1.4 4.38793404e-14
2 1.4 1.157144846e-14
2.1 1.4 3.162266137e-15
2.2 1.4 1.075416938e-15
2.3 1.4 5.550848702e-16
2.4 1.4 4.083679285e-16
2.5 1.4 3.463269932e-16
2.6 1.4 2.942119828e-16
2.7 1.4 2.379458958e-16
2.8 1.4 1.81252632e-16
2.9 1.4 1.301785711e-16
3 1.4 8.624663638e-17
3.1 1.4 4.829931382e-17
3.2 1.4 1.702695085e-17

-3.2 1.5 3.734604603e-12
-3.1 1.5 2.650564966e-11
-3 1.5 1.703801798e-10
-2.9 1.5 9.91984153e-10
-2.8 1.5 5.231615145e-09
-2.7 1.5 2.499537312e-08
-2.6 1.5 1.08200454e-07
-2.5 1.5 4.244267016e-07
-2.4 1.5 1.508847196e-06
-2.3 1.5 4.862151591e-06
-2.2 1.5 1.420469242e-05
-2.1 1.5 3.763078454e-05
-2 1.5 9.041913174e-05
-1.9 1.5 0.0001971020505
-1.8 1.5 0.0003899021731
-1.7 1.5 0.0007001434347
-1.6 1.5 0.001141650413
-1.5 1.5 0.001691057728
-1.4 1.5 0.002276385912
-1.3 1.5 0.002786117283
-1.2 1.5 0.003102033494
-1.1 1.5 0.003143703424
-1 1.5 0.002901815637
-0.9 1.5 0.002441472708
-0.8 1.5 0.001873914457
-0.7 1.5 0.001313331757
-0.6 1.5 0.0008413871597
-0.5 1.5 0.0004933519955
-0.4 1.5 0.0002651510013
-0.3 1.5 0.0001308472006
-0.2 1.5 5.941589271e-05
-0.1 1.5 2.489407985e-05
0 1.5 9.659072277e-06
0.1 1.5 3.488816267e-06
0.2 1.5 1.182293201e-06
0.3 1.5 3.805729151e-07
0.4 1.5 1.186674657e-07
0.5 1.5 3.690893064e-08
0.6 1.5 1.187989613e-08
0.7 1.5 4.084521158e-09
0.8 1.5 1.512822821e-09
0.9 1.5 5.921164155e-10
1 1.5 2.37185731e-10
1.1 1.5 9.447212702e-11
1.2 1.5 3.667078116e-11
1.3 1.5 1.369695789e-11
1.4 1.5 4.883494444e-12
1.5 1.5 1.653146386e-12
1.6 1.5 5.293607732e-13
1.7 1.5 1.600288167e-13
1.8 1.5 4.578730728e-14
1.9 1.5 1.262768575e-14
2 1.5 3.591646118e-15
2.1 1.5 1.243706964e-15
2.2 1.5 6.296120883e-16
2.3 1.5 4.509777766e-16
2.4 1.5 3.826288658e-16
2.5 1.5 3.361479108e-16
2.6 1.5 2.84911264e-16
2.7 1.5 2.283545257e-16
2.8 1.5 1.72898892e-16
2.9 1.5 1.244676588e-16
3 1.5 8.278719365e-17
3.1 1.5 4.638337431e-17
3.2 1.5 1.623634457e-17

-3.2 1.6 2.62979044e-12
-3.1 1.6 1.864890522e-11
-3 1.6 1.197639035e-10
-2.9 1.6 6.965447264e-10
-2.8 1.6 3.669073871e-09
-2.7 1.6 1.750608259e-08
-2.6 1.6 7.566448673e-08
-2.5 1.6 2.962895284e-07
-2.4 1.6 1.05127795e-06
-2.3 1.6 3.380320207e-06
-2.2 1.6 9.851579903e-06
-2.1 1.6 2.602782621e-05
-2 1.6 6.235028613e-05
-1.9 1.6 0.0001354569914
-1.8 1.6 0.0002669507293
-1.7 1.6 0.0004773571579
-1.6 1.6 0.0007747603342
-1.5 1.6 0.001141685639
-1.4 1.6 0.00152806212
-1.3 1.6 0.001858358458
-1.2 1.6 0.002054526562
-1.1 1.6 0.002065911117
-1 1.6 0.001890516374
-0.9 1.6 0.00157543804
-0.8 1.6 0.001196449911
-0.7 1.6 0.0008287511049
-0.6 1.6 0.0005240913195
-0.5 1.6 0.000302917807
-0.4 1.6 0.0001602291952
-0.3 1.6 7.768370606e-05
-0.2 1.6 3.458692862e-05
-0.1 1.6 1.417521351e-05
0 1.6 5.3649552e-06
0.1 1.6 1.883512051e-06
0.2 1.6 6.175267167e-07
0.3 1.6 1.910960273e-07
0.4 1.6 5.678885955e-08
0.5 1.6 1.665212604e-08
0.6 1.6 5.000808687e-09
0.7 1.6 1.597235675e-09
0.8 1.6 5.525799596e-10
0.9 1.6 2.044197258e-10
1 1.6 7.828884742e-11
1.1 1.6 3.005235397e-11
1.2 1.6 1.1296843e-11
1.3 1.6 4.098371948e-12
1.4 1.6 1.422289002e-12
1.5 1.6 4.695728477e-13
1.6 1.6 1.470696961e-13
1.7 1.6 4.378657379e-14
1.8 1.6 1.261543799e-14
1.9 1.6 3.756972302e-15
2 1.6 1.353382708e-15
2.1 1.6 6.946078866e-16
2.2 1.6 4.916066716e-16
2.3 1.6 4.151500257e-16
2.4 1.6 3.717115621e-16
2.5 1.6 3.281707894e-16
2.6 1.6 2.750680936e-16
2.7 1.6 2.182972552e-16
2.8 1.6 1.650436727e-16
2.9 1.6 1.192408661e-16
3 1.6 7.981344733e-17
3.1 1.6 4.468917847e-17
3.2 1.6 1.547865805e-17

-3.2 1.7 1.675630638e-12
-3.1 1.7 1.187341704e-11
-3 1.7 7.618521851e-11
-2.9 1.7 4.42656492e-10
-2.8 1.7 2.329122805e-09
-2.7 1.7 1.109895643e-08
-2.6 1.7 4.790437708e-08
-2.5 1.7 1.872901571e-07
-2.4 1.7 6.633604454e-07
-2.3 1.7 2.128788303e-06
-2.2 1.7 6.190460494e-06
-2.1 1.7 1.631499161e-05
-2 1.7 3.897600479e-05
-1.9 1.7 8.441811894e-05
-1.8 1.7 0.000165802994
-1.7 1.7 0.0002953711819
-1.6 1.7 0.0004773919986
-1.5 1.7 0.0007002265286
-1.4 1.7 0.0009323911317
-1.3 1.7 0.001127483266
-1.2 1.7 0.00123865245
-1.1 1.7 0.001236837373
-1 1.7 0.001123105186
-0.9 1.7 0.0009279450678
-0.8 1.7 0.0006980724889
-0.7 1.7 0.0004784942601
